,unixtime,emg0,emg1,emg0_ampl,emg1_ampl,emg0_med,emg1_med
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1555413428.9104307,535.0,611.0,535.0,611.0,26.75,30.55
2,1555413428.9714653,535.0,619.0,535.0,619.0,53.5,61.5
3,1555413429.0383668,482.0,395.0,535.0,619.0,77.6,81.25
4,1555413429.1162555,496.0,476.0,535.0,619.0,102.4,105.05
5,1555413429.1774352,487.0,448.0,535.0,619.0,126.75,127.45
6,1555413429.249141,515.0,576.0,535.0,619.0,152.5,156.25
7,1555413429.320433,512.0,500.0,535.0,619.0,178.1,181.25
8,1555413429.3820152,503.0,491.0,535.0,619.0,203.25,205.8
9,1555413429.444457,515.0,551.0,535.0,619.0,229.0,233.35
10,1555413429.5092304,495.0,500.0,535.0,619.0,253.75,258.35
11,1555413429.5861754,476.0,344.0,535.0,619.0,277.55,275.55
12,1555413429.6512527,486.0,441.0,535.0,619.0,301.85,297.6
13,1555413429.7149236,493.0,430.0,535.0,619.0,326.5,319.1
14,1555413429.788829,523.0,464.0,535.0,619.0,352.65,342.3
15,1555413429.8535705,517.0,513.0,535.0,619.0,378.5,367.95
16,1555413429.9167104,509.0,525.0,535.0,619.0,403.95,394.2
17,1555413429.9847093,516.0,488.0,535.0,619.0,429.75,418.6
18,1555413430.0493655,528.0,531.0,535.0,619.0,456.15,445.15
19,1555413430.1179945,537.0,542.0,537.0,619.0,483.0,472.25
20,1555413430.1847343,499.0,455.0,61.0,275.0,507.95,495.0
21,1555413430.250563,500.0,528.0,61.0,275.0,506.2,490.85
22,1555413430.3186429,514.0,598.0,61.0,254.0,505.15,489.8
23,1555413430.387992,512.0,693.0,61.0,349.0,506.65,504.7
24,1555413430.4649348,503.0,597.0,61.0,349.0,507.0,510.75
25,1555413430.528894,498.0,444.0,61.0,349.0,507.55,510.55
26,1555413430.603965,479.0,357.0,61.0,349.0,505.75,499.6
27,1555413430.668785,477.0,339.0,61.0,354.0,504.0,491.55
28,1555413430.7319229,478.0,381.0,61.0,354.0,502.75,486.05
29,1555413430.7957764,507.0,414.0,61.0,354.0,502.35,479.2
30,1555413430.8699322,518.0,485.0,61.0,354.0,503.5,478.45
31,1555413430.942073,499.0,605.0,60.0,354.0,504.65,491.5
32,1555413431.0066414,510.0,515.0,60.0,354.0,505.85,495.2
33,1555413431.089348,499.0,539.0,60.0,354.0,506.15,500.65
34,1555413431.162477,483.0,455.0,60.0,354.0,504.15,500.2
35,1555413431.2332532,493.0,442.0,60.0,354.0,502.95,496.65
36,1555413431.3095114,485.0,471.0,60.0,354.0,501.75,493.95
37,1555413431.3787837,527.0,507.0,60.0,354.0,502.3,494.9
38,1555413431.4470596,524.0,452.0,60.0,354.0,502.1,490.95
39,1555413431.5158892,518.0,598.0,50.0,354.0,501.15,493.75
40,1555413431.593122,509.0,498.0,50.0,354.0,501.65,495.9
41,1555413431.6628284,487.0,382.0,50.0,354.0,501.0,488.6
42,1555413431.7286174,496.0,370.0,50.0,354.0,500.1,477.2
43,1555413431.795159,491.0,355.0,50.0,266.0,499.05,460.3
44,1555413431.865739,508.0,393.0,50.0,266.0,499.3,450.1
45,1555413431.9339848,501.0,630.0,50.0,291.0,499.45,459.4
46,1555413432.0039349,517.0,504.0,50.0,291.0,501.35,466.75
47,1555413432.0792556,526.0,517.0,49.0,275.0,503.8,475.65
48,1555413432.1460373,508.0,463.0,44.0,275.0,505.3,479.75
49,1555413432.2220747,536.0,428.0,53.0,275.0,506.75,480.45
50,1555413432.2928963,485.0,382.0,53.0,275.0,505.1,475.3
51,1555413432.3605678,497.0,422.0,53.0,275.0,505.0,466.15
52,1555413432.4251492,517.0,501.0,53.0,275.0,505.35,465.45
53,1555413432.4927948,477.0,431.0,59.0,275.0,504.25,460.05
54,1555413432.5626862,509.0,462.0,59.0,275.0,505.55,460.4
55,1555413432.6374593,509.0,543.0,59.0,275.0,506.35,465.45
56,1555413432.711226,505.0,560.0,59.0,275.0,507.35,469.9
57,1555413432.788423,491.0,494.0,59.0,275.0,505.55,469.25
58,1555413432.8654544,499.0,671.0,59.0,316.0,504.3,480.2
59,1555413432.9321504,509.0,763.0,59.0,408.0,503.85,488.45
60,1555413433.007436,520.0,487.0,59.0,408.0,504.4,487.9
61,1555413433.0809674,520.0,526.0,59.0,408.0,506.05,495.1
62,1555413433.1598494,516.0,432.0,59.0,408.0,507.05,498.2
63,1555413433.235308,506.0,447.0,59.0,381.0,507.8,502.8
64,1555413433.3087792,521.0,424.0,59.0,381.0,508.45,504.35
65,1555413433.377617,537.0,503.0,60.0,381.0,510.25,498.0
66,1555413433.4507778,528.0,648.0,60.0,381.0,510.8,505.2
67,1555413433.533609,517.0,890.0,60.0,508.0,510.35,523.85
68,1555413433.650406,536.0,849.0,60.0,508.0,511.75,543.15
69,1555413433.731807,526.0,359.0,60.0,531.0,511.25,539.7
70,1555413433.8114738,520.0,361.0,60.0,531.0,513.0,538.65
71,1555413433.8911757,484.0,261.0,60.0,629.0,512.35,530.6
72,1555413433.9610443,495.0,263.0,60.0,629.0,511.25,518.7
73,1555413434.0366473,502.0,293.0,53.0,629.0,512.5,511.8
74,1555413434.1141188,488.0,501.0,53.0,629.0,511.45,513.75
75,1555413434.2140179,498.0,502.0,53.0,629.0,510.9,511.7
76,1555413434.2978086,486.0,372.0,53.0,629.0,509.95,502.3
77,1555413434.3666334,472.0,146.0,65.0,744.0,509.0,484.9
78,1555413434.439658,485.0,35.0,65.0,855.0,508.3,453.1
79,1555413434.519671,496.0,106.0,65.0,855.0,507.65,420.25
80,1555413434.599999,516.0,268.0,65.0,855.0,507.45,409.3
81,1555413434.6714134,485.0,271.0,65.0,855.0,505.7,396.55
82,1555413434.7465754,494.0,299.0,65.0,855.0,504.6,389.9
83,1555413434.8208003,506.0,437.0,65.0,855.0,504.6,389.4
84,1555413434.8944938,495.0,334.0,65.0,855.0,503.3,384.9
85,1555413434.9712992,496.0,388.0,64.0,855.0,501.25,379.15
86,1555413435.0564945,482.0,255.0,64.0,855.0,498.95,359.5
87,1555413435.1474662,499.0,320.0,64.0,814.0,498.05,331.0
88,1555413435.2423644,520.0,386.0,54.0,467.0,497.25,307.85
89,1555413435.3309238,559.0,645.0,87.0,610.0,498.9,322.15
90,1555413435.4106853,496.0,553.0,87.0,610.0,497.7,331.75
91,1555413435.4875624,521.0,717.0,87.0,682.0,499.55,354.55
92,1555413435.565807,508.0,682.0,87.0,682.0,500.2,375.5
93,1555413435.6371064,492.0,588.0,87.0,682.0,499.7,390.25
94,1555413435.72099,486.0,594.0,87.0,682.0,499.6,394.9
95,1555413435.798695,522.0,618.0,87.0,682.0,500.8,400.7
96,1555413435.873677,513.0,526.0,87.0,682.0,502.15,408.4
97,1555413435.9482281,496.0,509.0,77.0,682.0,503.35,426.55
98,1555413436.0313935,511.0,539.0,77.0,611.0,504.65,451.75
99,1555413436.1072235,527.0,608.0,77.0,462.0,506.2,476.85
100,1555413436.1849802,522.0,571.0,77.0,462.0,506.5,492.0
101,1555413436.2609942,498.0,563.0,77.0,462.0,507.15,506.6
102,1555413436.333874,511.0,560.0,77.0,462.0,508.0,519.65
103,1555413436.4042866,513.0,584.0,77.0,462.0,508.35,527.0
104,1555413436.469439,548.0,617.0,77.0,462.0,511.0,541.15
105,1555413436.5361152,515.0,549.0,77.0,462.0,511.95,549.2
106,1555413436.6079016,511.0,520.0,73.0,397.0,513.4,562.45
107,1555413436.6846178,501.0,544.0,73.0,331.0,513.5,573.65
108,1555413436.7641392,525.0,517.0,73.0,208.0,513.75,580.2
109,1555413436.8357217,520.0,586.0,62.0,208.0,511.8,577.25
110,1555413436.9174037,536.0,562.0,62.0,208.0,513.8,577.7
111,1555413437.0150268,494.0,519.0,62.0,173.0,512.45,567.8
112,1555413437.1005025,503.0,541.0,62.0,109.0,512.2,560.75
113,1555413437.184591,501.0,506.0,62.0,112.0,512.65,556.65
114,1555413437.2606468,494.0,517.0,54.0,112.0,513.05,552.8
115,1555413437.3381672,498.0,521.0,54.0,111.0,511.85,547.95
116,1555413437.406005,523.0,484.0,54.0,133.0,512.35,545.85
117,1555413437.4741457,512.0,533.0,54.0,133.0,513.15,547.05
118,1555413437.555579,506.0,568.0,54.0,133.0,512.9,548.5
119,1555413437.638797,504.0,513.0,54.0,133.0,511.75,543.75
120,1555413437.7063959,502.0,560.0,54.0,133.0,510.75,543.2
121,1555413437.777282,483.0,494.0,65.0,133.0,510.0,539.75
122,1555413437.8521452,509.0,480.0,65.0,137.0,509.9,535.75
123,1555413437.9215736,514.0,465.0,65.0,152.0,509.95,529.8
124,1555413438.015736,516.0,460.0,53.0,126.0,508.35,521.95
125,1555413438.0919225,508.0,500.0,53.0,126.0,508.0,519.5
126,1555413438.1703749,519.0,466.0,53.0,126.0,508.4,516.8
127,1555413438.2526813,499.0,462.0,53.0,126.0,508.3,512.7
128,1555413438.3229067,505.0,529.0,53.0,126.0,507.3,513.3
129,1555413438.3910935,494.0,451.0,53.0,117.0,506.0,506.55
130,1555413438.4618714,519.0,545.0,40.0,117.0,505.15,505.7
131,1555413438.562966,512.0,508.0,40.0,117.0,506.05,505.15
132,1555413438.6409402,517.0,569.0,40.0,118.0,506.75,506.55
133,1555413438.7241955,513.0,625.0,40.0,174.0,507.35,512.5
134,1555413438.8011281,493.0,512.0,40.0,174.0,507.3,512.25
135,1555413438.8962493,505.0,521.0,40.0,174.0,507.65,512.25
136,1555413438.967159,529.0,550.0,46.0,174.0,507.95,515.55
137,1555413439.0421073,480.0,419.0,49.0,206.0,506.35,509.85
138,1555413439.1232002,515.0,476.0,49.0,206.0,506.8,505.25
139,1555413439.2015142,506.0,484.0,49.0,206.0,506.9,503.8
140,1555413439.2816918,520.0,514.0,49.0,206.0,507.8,501.5
141,1555413439.3579986,506.0,418.0,49.0,207.0,508.95,497.7
142,1555413439.439458,507.0,448.0,49.0,207.0,508.85,496.1
143,1555413439.5157988,514.0,492.0,49.0,207.0,508.85,497.45
144,1555413439.5923665,534.0,587.0,54.0,207.0,509.75,503.8
145,1555413439.6700025,514.0,559.0,54.0,207.0,510.05,506.75
146,1555413439.7521522,510.0,522.0,54.0,207.0,509.6,509.55
147,1555413439.8272982,517.0,624.0,54.0,207.0,510.5,517.65
148,1555413439.8955085,500.0,471.0,54.0,207.0,510.25,514.75
149,1555413439.9717407,515.0,544.0,54.0,207.0,511.3,519.4
150,1555413440.044483,481.0,474.0,54.0,207.0,509.4,515.85
151,1555413440.1167493,507.0,501.0,54.0,207.0,509.15,515.5
152,1555413440.2002401,501.0,474.0,54.0,207.0,508.35,510.75
153,1555413440.2724242,506.0,494.0,54.0,206.0,508.0,504.2
154,1555413440.3401346,489.0,461.0,54.0,206.0,507.8,501.65
155,1555413440.4112034,502.0,495.0,54.0,206.0,507.65,500.35
156,1555413440.48069,503.0,496.0,54.0,206.0,506.35,497.65
157,1555413440.5513759,521.0,554.0,53.0,206.0,508.4,504.4
158,1555413440.624253,503.0,496.0,53.0,206.0,507.8,505.4
159,1555413440.7047167,493.0,470.0,53.0,206.0,507.15,504.7
160,1555413440.795637,509.0,537.0,53.0,206.0,506.6,505.85
161,1555413440.8704333,546.0,512.0,65.0,176.0,508.6,510.55
162,1555413440.946887,477.0,461.0,69.0,163.0,507.1,511.2
163,1555413441.0211835,508.0,569.0,69.0,163.0,506.8,515.05
164,1555413441.1075444,494.0,513.0,69.0,163.0,504.8,511.35
165,1555413441.1921554,478.0,455.0,69.0,169.0,503.0,506.15
166,1555413441.296686,511.0,479.0,69.0,169.0,503.05,504.0
167,1555413441.3749123,548.0,591.0,71.0,136.0,504.6,502.35
168,1555413441.4521003,494.0,410.0,71.0,181.0,504.3,499.3
169,1555413441.5293422,520.0,494.0,71.0,181.0,504.55,496.8
170,1555413441.6133802,513.0,525.0,71.0,181.0,506.15,499.35
171,1555413441.6934335,494.0,484.0,71.0,181.0,505.5,498.5
172,1555413441.7926967,515.0,535.0,71.0,181.0,506.2,501.55
173,1555413441.8709447,506.0,524.0,71.0,181.0,506.2,503.05
174,1555413441.9652708,500.0,519.0,71.0,181.0,506.75,505.95
175,1555413442.0398386,525.0,452.0,71.0,181.0,507.9,503.8
176,1555413442.1207414,504.0,350.0,71.0,241.0,507.95,496.5
177,1555413442.1922917,543.0,354.0,71.0,241.0,509.05,486.5
178,1555413442.2701232,509.0,447.0,71.0,241.0,509.35,484.05
179,1555413442.3450382,513.0,499.0,71.0,241.0,510.35,485.5
180,1555413442.4121566,518.0,604.0,71.0,254.0,510.8,488.85
181,1555413442.4899347,467.0,503.0,81.0,254.0,506.85,488.4
182,1555413442.5621443,491.0,726.0,81.0,376.0,507.55,501.65
183,1555413442.6329541,489.0,736.0,81.0,386.0,506.6,510.0
184,1555413442.7060218,488.0,662.0,81.0,386.0,506.3,517.45
185,1555413442.774154,495.0,596.0,81.0,386.0,507.15,524.5
186,1555413442.8450613,496.0,622.0,81.0,386.0,506.4,531.65
187,1555413442.9155056,498.0,542.0,76.0,386.0,503.9,529.2
188,1555413442.9947505,530.0,448.0,76.0,386.0,505.7,531.1
189,1555413443.070834,491.0,423.0,76.0,386.0,504.25,527.55
190,1555413443.1399596,505.0,493.0,76.0,386.0,503.85,525.95
191,1555413443.2136505,511.0,488.0,76.0,386.0,504.7,526.15
192,1555413443.3017316,520.0,424.0,76.0,386.0,504.95,520.6
193,1555413443.3881474,514.0,394.0,76.0,386.0,505.35,514.1
194,1555413443.460879,527.0,478.0,76.0,386.0,506.7,512.05
195,1555413443.5326297,513.0,434.0,76.0,386.0,506.1,511.15
196,1555413443.6236658,520.0,366.0,76.0,382.0,506.9,511.95
197,1555413443.7246492,505.0,224.0,63.0,512.0,505.0,505.45
198,1555413443.7994225,429.0,101.0,101.0,635.0,501.0,488.15
199,1555413443.8705983,363.0,0.0,167.0,736.0,493.5,463.2
200,1555413443.9647727,516.0,0.0,167.0,736.0,493.4,433.0
201,1555413444.0383227,692.0,0.0,329.0,736.0,504.65,407.85
202,1555413444.1093423,654.0,0.0,329.0,736.0,512.8,371.55
203,1555413444.2143323,726.0,1.0,363.0,662.0,524.65,334.8
204,1555413444.2958229,846.0,474.0,483.0,622.0,542.55,325.4
205,1555413444.3823116,1021.0,933.0,658.0,933.0,568.85,342.25
206,1555413444.470943,1011.0,951.0,658.0,951.0,594.6,358.7
207,1555413444.5510273,708.0,819.0,658.0,951.0,605.1,372.55
208,1555413444.6392875,415.0,657.0,658.0,951.0,599.35,383.0
209,1555413444.7217033,322.0,597.0,699.0,951.0,590.9,391.7
210,1555413444.7970316,431.0,717.0,699.0,951.0,587.2,402.9
211,1555413444.8750217,630.0,708.0,699.0,951.0,593.15,413.9
212,1555413444.9580789,545.0,708.0,699.0,951.0,594.4,428.1
213,1555413445.0442636,424.0,716.0,699.0,951.0,589.9,444.2
214,1555413445.1181545,373.0,596.0,699.0,951.0,582.2,450.1
215,1555413445.1987197,2.0,385.0,1019.0,951.0,556.65,447.65
216,1555413445.284174,1.0,223.0,1020.0,951.0,530.7,440.5
217,1555413445.3690097,0.0,0.0,1021.0,951.0,505.45,429.3
218,1555413445.4454613,1.0,0.0,1021.0,951.0,484.05,424.25
219,1555413445.5137534,147.0,0.0,1021.0,951.0,473.25,424.25
220,1555413445.593743,518.0,0.0,1021.0,951.0,473.35,424.25
221,1555413445.6710033,569.0,246.0,1021.0,951.0,467.2,436.55
222,1555413445.7418933,590.0,603.0,1021.0,951.0,464.0,466.7
223,1555413445.8120775,643.0,838.0,1021.0,951.0,459.85,508.55
224,1555413445.8842838,737.0,1021.0,1021.0,1021.0,454.4,535.9
225,1555413445.9687715,852.0,1022.0,1011.0,1022.0,445.95,540.35
226,1555413446.046361,688.0,1022.0,852.0,1022.0,429.8,543.9
227,1555413446.122829,564.0,1021.0,852.0,1022.0,422.6,554.0
228,1555413446.2131546,486.0,1020.0,852.0,1022.0,426.15,572.15
229,1555413446.2966135,368.0,1021.0,852.0,1022.0,428.45,593.35
230,1555413446.377957,362.0,1021.0,852.0,1022.0,425.0,608.55
231,1555413446.4495113,307.0,1022.0,852.0,1022.0,408.85,624.25
232,1555413446.5239303,317.0,1021.0,852.0,1022.0,397.45,639.9
233,1555413446.6050384,461.0,926.0,852.0,1022.0,399.3,650.4
234,1555413446.6808593,520.0,859.0,852.0,1022.0,406.65,663.55
235,1555413446.7527075,548.0,868.0,852.0,1022.0,433.95,687.7
236,1555413446.8217924,524.0,799.0,852.0,1022.0,460.1,716.5
237,1555413446.9012392,459.0,769.0,851.0,1022.0,483.05,754.95
238,1555413446.9806726,419.0,694.0,705.0,1022.0,503.95,789.65
239,1555413447.0587358,380.0,609.0,545.0,1022.0,515.6,820.1
240,1555413447.128282,420.0,462.0,545.0,776.0,510.7,843.2
241,1555413447.196589,435.0,493.0,545.0,560.0,504.0,855.55
242,1555413447.2682886,435.0,317.0,545.0,705.0,496.25,841.25
243,1555413447.3377302,462.0,234.0,545.0,788.0,487.2,811.05
244,1555413447.4214296,493.0,257.0,545.0,788.0,475.0,772.85
245,1555413447.4900675,525.0,506.0,381.0,788.0,458.65,747.05
246,1555413447.5645614,482.0,512.0,257.0,788.0,448.35,721.55
247,1555413447.6454535,461.0,507.0,241.0,788.0,443.2,695.85
248,1555413447.7285757,532.0,564.0,241.0,788.0,445.5,673.05
249,1555413447.8153272,538.0,469.0,241.0,788.0,454.0,645.45
250,1555413447.891004,528.0,517.0,241.0,788.0,462.3,620.25
251,1555413447.9592736,504.0,495.0,231.0,787.0,472.15,593.9
252,1555413448.0550807,463.0,467.0,168.0,692.0,479.45,566.2
253,1555413448.1299286,480.0,476.0,168.0,634.0,480.4,543.7
254,1555413448.197288,561.0,537.0,181.0,634.0,482.45,527.6
255,1555413448.2635162,521.0,432.0,181.0,565.0,481.1,505.8
256,1555413448.3483987,463.0,439.0,181.0,535.0,478.05,487.8
257,1555413448.4359555,503.0,530.0,181.0,460.0,480.25,475.85
258,1555413448.514638,534.0,543.0,181.0,375.0,486.0,468.3
259,1555413448.5947454,549.0,526.0,141.0,330.0,494.45,464.15
260,1555413448.6695065,557.0,505.0,126.0,330.0,501.3,466.3
261,1555413448.7602658,522.0,562.0,126.0,330.0,505.65,469.75
262,1555413448.8325279,456.0,521.0,105.0,330.0,506.7,479.95
263,1555413448.9113472,424.0,496.0,137.0,307.0,504.8,493.05
264,1555413448.988634,581.0,505.0,157.0,132.0,509.2,505.45
265,1555413449.0771284,549.0,413.0,157.0,151.0,510.4,500.8
266,1555413449.1484382,479.0,374.0,157.0,190.0,510.25,493.9
267,1555413449.2224677,478.0,555.0,157.0,190.0,511.1,496.3
268,1555413449.3175712,522.0,479.0,157.0,188.0,510.6,492.05
269,1555413449.3891547,532.0,441.0,157.0,188.0,510.3,490.65
270,1555413449.477087,523.0,489.0,157.0,188.0,510.05,489.25
271,1555413449.5501993,537.0,488.0,157.0,188.0,511.7,488.9
272,1555413449.6206872,532.0,546.0,157.0,188.0,515.15,492.85
273,1555413449.7208402,505.0,460.0,157.0,188.0,516.4,492.05
274,1555413449.8068688,481.0,508.0,157.0,188.0,512.4,490.6
275,1555413449.8921404,441.0,583.0,157.0,209.0,508.4,498.15
276,1555413449.9727151,530.0,502.0,157.0,209.0,511.75,501.3
277,1555413450.0480826,565.0,554.0,157.0,209.0,514.85,502.5
278,1555413450.117568,556.0,536.0,157.0,209.0,515.95,502.15
279,1555413450.1861727,408.0,410.0,173.0,209.0,508.9,496.35
280,1555413450.2599306,422.0,446.0,173.0,209.0,502.15,493.4
281,1555413450.3611848,519.0,489.0,173.0,209.0,502.0,489.75
282,1555413450.4332256,623.0,510.0,215.0,209.0,510.35,489.2
283,1555413450.5030913,661.0,501.0,253.0,209.0,522.2,489.45
284,1555413450.5795093,564.0,499.0,253.0,209.0,521.35,489.15
285,1555413450.6548393,426.0,582.0,253.0,209.0,515.2,497.6
286,1555413450.7281692,357.0,564.0,304.0,173.0,509.1,507.1
287,1555413450.809226,385.0,490.0,304.0,173.0,504.45,503.85
288,1555413450.8779733,672.0,613.0,315.0,203.0,511.95,510.55
289,1555413450.9454572,517.0,552.0,315.0,203.0,511.2,516.1
290,1555413451.0237446,426.0,459.0,315.0,203.0,506.35,514.6
291,1555413451.11157,491.0,433.0,315.0,203.0,504.05,511.85
292,1555413451.2002115,515.0,509.0,315.0,203.0,503.2,510.0
293,1555413451.2831204,513.0,575.0,315.0,203.0,503.6,515.75
294,1555413451.3715324,500.0,423.0,315.0,203.0,504.55,511.5
295,1555413451.4622972,525.0,546.0,315.0,203.0,508.75,509.65
296,1555413451.537486,560.0,588.0,315.0,203.0,510.25,513.95
297,1555413451.6177652,448.0,409.0,315.0,204.0,504.4,506.7
298,1555413451.6940541,483.0,526.0,315.0,204.0,500.75,506.2
299,1555413451.766547,498.0,472.0,315.0,204.0,505.25,509.3
300,1555413451.833358,583.0,477.0,315.0,204.0,513.3,510.85
301,1555413451.90107,510.0,449.0,315.0,204.0,512.85,508.85
302,1555413451.9694624,428.0,410.0,315.0,204.0,503.1,503.85
303,1555413452.0402985,449.0,493.0,315.0,204.0,492.5,503.45
304,1555413452.1174293,531.0,499.0,315.0,204.0,490.85,503.45
305,1555413452.1932032,540.0,480.0,315.0,204.0,496.55,498.35
306,1555413452.2751088,516.0,552.0,287.0,204.0,504.5,497.75
307,1555413452.3455055,498.0,576.0,246.0,204.0,510.15,502.05
308,1555413452.4220238,480.0,455.0,157.0,179.0,500.55,494.15
309,1555413452.4929304,504.0,436.0,157.0,179.0,499.9,488.35
310,1555413452.567186,485.0,591.0,155.0,182.0,502.85,494.95
311,1555413452.6518388,466.0,459.0,155.0,182.0,501.6,496.25
312,1555413452.7340636,549.0,511.0,155.0,182.0,503.3,496.35
313,1555413452.8120782,521.0,535.0,155.0,182.0,503.7,494.35
314,1555413452.8848102,455.0,439.0,155.0,182.0,501.45,495.15
315,1555413452.9686048,488.0,467.0,155.0,182.0,499.6,491.2
316,1555413453.0525994,555.0,457.0,155.0,182.0,499.35,484.65
317,1555413453.1289117,560.0,468.0,155.0,181.0,504.95,487.6
318,1555413453.201825,484.0,494.0,155.0,181.0,505.0,486.0
319,1555413453.280752,494.0,634.0,155.0,224.0,504.8,494.1
320,1555413453.3525991,497.0,472.0,132.0,224.0,500.5,493.85
321,1555413453.4510002,548.0,440.0,132.0,224.0,502.4,493.4
322,1555413453.519262,467.0,450.0,111.0,198.0,504.35,495.4
323,1555413453.5882826,448.0,472.0,112.0,198.0,504.3,494.35
324,1555413453.6598356,469.0,482.0,112.0,198.0,501.2,493.5
325,1555413453.7378426,520.0,548.0,112.0,198.0,500.2,496.9
326,1555413453.8104007,583.0,493.0,135.0,198.0,503.55,493.95
327,1555413453.8867476,551.0,455.0,135.0,198.0,506.2,487.9
328,1555413453.9606109,501.0,485.0,135.0,198.0,507.25,489.4
329,1555413454.057802,485.0,505.0,135.0,195.0,506.3,492.85
330,1555413454.135296,493.0,448.0,135.0,195.0,506.7,485.7
331,1555413454.2110538,551.0,472.0,135.0,195.0,510.95,486.35
332,1555413454.2811434,535.0,491.0,135.0,195.0,510.25,485.35
333,1555413454.36268,484.0,502.0,135.0,195.0,508.4,483.7
334,1555413454.4445398,491.0,430.0,135.0,204.0,510.2,483.25
335,1555413454.527956,543.0,448.0,135.0,204.0,512.95,482.3
336,1555413454.6167896,488.0,443.0,135.0,204.0,509.6,481.6
337,1555413454.709445,442.0,468.0,141.0,204.0,503.7,481.6
338,1555413454.7816048,488.0,570.0,141.0,204.0,503.9,485.4
339,1555413454.860057,505.0,487.0,141.0,140.0,504.45,478.05
340,1555413454.934434,527.0,588.0,141.0,158.0,505.95,483.85
